"","word","len","model","prompt","prompt_id","output","correct_answer","out_letters","answer_grep","set","token_size"
"171","Paychecks",9,"text-davinci-003","Spell Paychecks backwards. Do it step-by-step and show the last result",2,"

Step 1: Paycheck

Step 2: Checkpay

","SKCEHCYAP","STEP1:PAYCHECKSTEP2:CHECKPAY",FALSE,"real_words",NA
"172","Delightful",10,"text-davinci-003","Spell Delightful backwards. Do it step-by-step and show the last result",2,".

1. Delightful
2. Fulightted
3","LUFTHGILED",".1.DELIGHTFUL2.FULIGHTTED3",FALSE,"real_words",NA
"173","Enchanting",10,"text-davinci-003","Spell Enchanting backwards. Do it step-by-step and show the last result",2,"

Step 1: gnitnahcneS tnapE h","GNITNAHCNE","STEP1:GNITNAHCNESTNAPEH",TRUE,"real_words",NA
"174","Glittering",10,"text-davinci-003","Spell Glittering backwards. Do it step-by-step and show the last result",2,".

1. Gnitterilg
2. Gnitteirlg","GNIRETTILG",".1.GNITTERILG2.GNITTEIRLG",FALSE,"real_words",NA
"175","Strawberry",10,"text-davinci-003","Spell Strawberry backwards. Do it step-by-step and show the last result",2,"

y

w

e

t

t
","YRREBWARTS","YWETT",FALSE,"real_words",NA
"176","Friendship",10,"text-davinci-003","Spell Friendship backwards. Do it step-by-step and show the last result",2,".

pihsnoom
moonship","PIHSDNEIRF",".PIHSNOOMMOONSHIP",FALSE,"real_words",NA
"177","Everything",10,"text-davinci-003","Spell Everything backwards. Do it step-by-step and show the last result",2,"

step 1: sdrawkcab

step 2: b","GNIHTYREVE","STEP1:SDRAWKCABSTEP2:B",FALSE,"real_words",NA
"178","Appreciate",10,"text-davinci-003","Spell Appreciate backwards. Do it step-by-step and show the last result",2,".

Step 1: Appreciate

Step 2: ete","ETAICERPPA",".STEP1:APPRECIATESTEP2:ETE",FALSE,"real_words",NA
"179","Motivation",10,"text-davinci-003","Spell Motivation backwards. Do it step-by-step and show the last result",2,"

1. noitavitom
2. noitavit","NOITAVITOM","1.NOITAVITOM2.NOITAVIT",TRUE,"real_words",NA
"180","Confidence",10,"text-davinci-003","Spell Confidence backwards. Do it step-by-step and show the last result",2,"

Step 1: eifidnecefnoC

Step","ECNEDIFNOC","STEP1:EIFIDNECEFNOCSTEP",FALSE,"real_words",NA
"181","An",2,"text-davinci-003","Spell A-N backwards",3,"

N-A",NA,NA,TRUE,"real_words",NA
"182","As",2,"text-davinci-003","Spell A-S backwards",3,"

S-A","SA","SA",TRUE,"real_words",NA
"183","At",2,"text-davinci-003","Spell A-T backwards",3,"

T-A","TA","TA",TRUE,"real_words",NA
"184","By",2,"text-davinci-003","Spell B-Y backwards",3,"

Y-B","YB","YB",TRUE,"real_words",NA
"185","Go",2,"text-davinci-003","Spell G-O backwards",3,"

O-G","OG","OG",TRUE,"real_words",NA
"186","He",2,"text-davinci-003","Spell H-E backwards",3,"

E-H","EH","EH",TRUE,"real_words",NA
"187","In",2,"text-davinci-003","Spell I-N backwards",3,"

N-I","NI","NI",TRUE,"real_words",NA
"188","Is",2,"text-davinci-003","Spell I-S backwards",3,"

S-I","SI","SI",TRUE,"real_words",NA
"189","Of",2,"text-davinci-003","Spell O-F backwards",3,"

F-O","FO","FO",TRUE,"real_words",NA
"190","On",2,"text-davinci-003","Spell O-N backwards",3,"

N-O","NO","NO",TRUE,"real_words",NA
"191","Cat",3,"text-davinci-003","Spell C-A-T backwards",3,"

T-A-C","TAC","TAC",TRUE,"real_words",NA
"192","Dog",3,"text-davinci-003","Spell D-O-G backwards",3,"

G-O-D","GOD","GOD",TRUE,"real_words",NA
"193","Car",3,"text-davinci-003","Spell C-A-R backwards",3,"

R-A-C","RAC","RAC",TRUE,"real_words",NA
"194","Sun",3,"text-davinci-003","Spell S-U-N backwards",3,"

N-U-S","NUS","NUS",TRUE,"real_words",NA
"195","Rat",3,"text-davinci-003","Spell R-A-T backwards",3,"

T-A-R","TAR","TAR",TRUE,"real_words",NA
"196","Man",3,"text-davinci-003","Spell M-A-N backwards",3,"

N-A-M","NAM","NAM",TRUE,"real_words",NA
"197","Red",3,"text-davinci-003","Spell R-E-D backwards",3,"

D-E-R","DER","DER",TRUE,"real_words",NA
"198","Fun",3,"text-davinci-003","Spell F-U-N backwards",3,"

N-U-F","NUF","NUF",TRUE,"real_words",NA
"199","Run",3,"text-davinci-003","Spell R-U-N backwards",3,"

N-U-R","NUR","NUR",TRUE,"real_words",NA
"200","Hat",3,"text-davinci-003","Spell H-A-T backwards",3,"

T-A-H","TAH","TAH",TRUE,"real_words",NA
"201","Fish",4,"text-davinci-003","Spell F-I-S-H backwards",3,"

H-S-I-F","HSIF","HSIF",TRUE,"real_words",NA
"202","Fire",4,"text-davinci-003","Spell F-I-R-E backwards",3,"

E-R-I-F","ERIF","ERIF",TRUE,"real_words",NA
"203","Fowl",4,"text-davinci-003","Spell F-O-W-L backwards",3,"

W-L-O-F","LWOF","WLOF",FALSE,"real_words",NA
"204","Hill",4,"text-davinci-003","Spell H-I-L-L backwards",3,"

L-L-I-H","LLIH","LLIH",TRUE,"real_words",NA
"205","Hair",4,"text-davinci-003","Spell H-A-I-R backwards",3,"

R-I-A-H","RIAH","RIAH",TRUE,"real_words",NA
"206","Hand",4,"text-davinci-003","Spell H-A-N-D backwards",3,"

D-N-A-H","DNAH","DNAH",TRUE,"real_words",NA
"207","Moon",4,"text-davinci-003","Spell M-O-O-N backwards",3,"

N-O-O-M","NOOM","NOOM",TRUE,"real_words",NA
"208","Star",4,"text-davinci-003","Spell S-T-A-R backwards",3,"

R-A-T-S","RATS","RATS",TRUE,"real_words",NA
"209","Tide",4,"text-davinci-003","Spell T-I-D-E backwards",3,"

edit","EDIT","EDIT",TRUE,"real_words",NA
"210","Wind",4,"text-davinci-003","Spell W-I-N-D backwards",3,"

D-N-I-W","DNIW","DNIW",TRUE,"real_words",NA
"211","Apple",5,"text-davinci-003","Spell A-P-P-L-E backwards",3,"

E-P-P-A-L","ELPPA","EPPAL",FALSE,"real_words",NA
"212","Bench",5,"text-davinci-003","Spell B-E-N-C-H backwards",3,"

H-C-N-E-B","HCNEB","HCNEB",TRUE,"real_words",NA
"213","Chair",5,"text-davinci-003","Spell C-H-A-I-R backwards",3,"

R-I-A-H-C","RIAHC","RIAHC",TRUE,"real_words",NA
"214","Dance",5,"text-davinci-003","Spell D-A-N-C-E backwards",3,"

E-C-N-A-D","ECNAD","ECNAD",TRUE,"real_words",NA
"215","Eaten",5,"text-davinci-003","Spell E-A-T-E-N backwards",3,"

N-E-T-A-E","NETAE","NETAE",TRUE,"real_words",NA
"216","Floor",5,"text-davinci-003","Spell F-L-O-O-R backwards",3,"

R-O-O-L-F","ROOLF","ROOLF",TRUE,"real_words",NA
"217","Glass",5,"text-davinci-003","Spell G-L-A-S-S backwards",3,"

S-S-A-L-G","SSALG","SSALG",TRUE,"real_words",NA
"218","House",5,"text-davinci-003","Spell H-O-U-S-E backwards",3,"

E-S-U-O-H","ESUOH","ESUOH",TRUE,"real_words",NA
"219","Image",5,"text-davinci-003","Spell I-M-A-G-E backwards",3,"

E-G-A-M-I","EGAMI","EGAMI",TRUE,"real_words",NA
"220","Juice",5,"text-davinci-003","Spell J-U-I-C-E backwards",3,"

E-C-I-U-J","ECIUJ","ECIUJ",TRUE,"real_words",NA
"221","Bumble",6,"text-davinci-003","Spell B-U-M-B-L-E backwards",3,"

E-L-B-M-U-B","ELBMUB","ELBMUB",TRUE,"real_words",NA
"222","Cuddle",6,"text-davinci-003","Spell C-U-D-D-L-E backwards",3,"

E-D-D-L-U-C","ELDDUC","EDDLUC",FALSE,"real_words",NA
"223","Flurry",6,"text-davinci-003","Spell F-L-U-R-R-Y backwards",3,"

Y-R-R-U-L-F","YRRULF","YRRULF",TRUE,"real_words",NA
"224","Giggle",6,"text-davinci-003","Spell G-I-G-G-L-E backwards",3,"

E-L-L-G-G-I","ELGGIG","ELLGGI",FALSE,"real_words",NA
"225","Humble",6,"text-davinci-003","Spell H-U-M-B-L-E backwards",3,"

E-L-B-M-U-H","ELBMUH","ELBMUH",TRUE,"real_words",NA
"226","Jumble",6,"text-davinci-003","Spell J-U-M-B-L-E backwards",3,"

E-L-B-M-U-J","ELBMUJ","ELBMUJ",TRUE,"real_words",NA
"227","Kettle",6,"text-davinci-003","Spell K-E-T-T-L-E backwards",3,"

E-T-T-L-E-K","ELTTEK","ETTLEK",FALSE,"real_words",NA
"228","Little",6,"text-davinci-003","Spell L-I-T-T-L-E backwards",3,"

E-T-T-I-L-L","ELTTIL","ETTILL",FALSE,"real_words",NA
"229","Muzzle",6,"text-davinci-003","Spell M-U-Z-Z-L-E backwards",3,"

E-Z-Z-L-U-M","ELZZUM","EZZLUM",FALSE,"real_words",NA
"230","Noodle",6,"text-davinci-003","Spell N-O-O-D-L-E backwards",3,"

E-L-D-O-O-N","ELDOON","ELDOON",TRUE,"real_words",NA
"231","Chasing",7,"text-davinci-003","Spell C-H-A-S-I-N-G backwards",3,"

G-N-I-S-A-H-C","GNISAHC","GNISAHC",TRUE,"real_words",NA
"232","Blazing",7,"text-davinci-003","Spell B-L-A-Z-I-N-G backwards",3,"

G-N-I-Z-A-L-B","GNIZALB","GNIZALB",TRUE,"real_words",NA
"233","Dazzled",7,"text-davinci-003","Spell D-A-Z-Z-L-E-D backwards",3,"

D-E-L-Z-A-D","DELZZAD","DELZAD",FALSE,"real_words",NA
"234","Eclipse",7,"text-davinci-003","Spell E-C-L-I-P-S-E backwards",3,"

E-P-S-I-L-C-E","ESPILCE","EPSILCE",FALSE,"real_words",NA
"235","Fizzled",7,"text-davinci-003","Spell F-I-Z-Z-L-E-D backwards",3,"

D-E-L-Z-Z-I-F","DELZZIF","DELZZIF",TRUE,"real_words",NA
"236","Glimmer",7,"text-davinci-003","Spell G-L-I-M-M-E-R backwards",3,"

R-E-M-M-I-L-G","REMMILG","REMMILG",TRUE,"real_words",NA
"237","Hissing",7,"text-davinci-003","Spell H-I-S-S-I-N-G backwards",3,"

G-N-I-S-S-I-H","GNISSIH","GNISSIH",TRUE,"real_words",NA
"238","Juggler",7,"text-davinci-003","Spell J-U-G-G-L-E-R backwards",3,"

R-E-G-G-L-U-J","RELGGUJ","REGGLUJ",FALSE,"real_words",NA
"239","Kingdom",7,"text-davinci-003","Spell K-I-N-G-D-O-M backwards",3,"

M-O-D-N-G-I-K","MODGNIK","MODNGIK",FALSE,"real_words",NA
"240","Drifted",7,"text-davinci-003","Spell D-R-I-F-T-E-D backwards",3,"

D-E-T-F-I-R-D","DETFIRD","DETFIRD",TRUE,"real_words",NA
"241","Bouncing",8,"text-davinci-003","Spell B-O-U-N-C-I-N-G backwards",3,"

G-N-I-C-N-U-O-","GNICNUOB","GNICNUO",FALSE,"real_words",NA
"242","Clamping",8,"text-davinci-003","Spell C-L-A-M-P-I-N-G backwards",3,"

G-N-I-P-M-A-L-","GNIPMALC","GNIPMAL",FALSE,"real_words",NA
"243","Dreaming",8,"text-davinci-003","Spell D-R-E-A-M-I-N-G backwards",3,"

G-N-I-M-A-R-E-","GNIMAERD","GNIMARE",FALSE,"real_words",NA
"244","Haunting",8,"text-davinci-003","Spell H-A-U-N-T-I-N-G backwards",3,"

G-N-I-T-N-U-A-","GNITNUAH","GNITNUA",FALSE,"real_words",NA
"245","Laughing",8,"text-davinci-003","Spell L-A-U-G-H-I-N-G backwards",3,"

G-N-I-H-T-A-U-","GNIHGUAL","GNIHTAU",FALSE,"real_words",NA
"246","Chanting",8,"text-davinci-003","Spell C-H-A-N-T-I-N-G backwards",3,"

G-N-I-T-N-A-H-","GNITNAHC","GNITNAH",FALSE,"real_words",NA
"247","Grinning",8,"text-davinci-003","Spell G-R-I-N-N-I-N-G backwards",3,"

G-N-I-N-N-I-R-","GNINNIRG","GNINNIR",FALSE,"real_words",NA
"248","Swimming",8,"text-davinci-003","Spell S-W-I-M-M-I-N-G backwards",3,"

G-N-I-M-M-I-W-","GNIMMIWS","GNIMMIW",FALSE,"real_words",NA
"249","Accident",8,"text-davinci-003","Spell A-C-C-I-D-E-N-T backwards",3,"

T-N-E-D-C-I-C-","TNEDICCA","TNEDCIC",FALSE,"real_words",NA
"250","Building",8,"text-davinci-003","Spell B-U-I-L-D-I-N-G backwards",3,"

G-N-I-D-L-I-U-","GNIDLIUB","GNIDLIU",FALSE,"real_words",NA
"251","Birthday",8,"text-davinci-003","Spell B-I-R-T-H-D-A-Y backwards",3,"

Y-A-D-D-R-I-T-","YADHTRIB","YADDRIT",FALSE,"real_words",NA
"252","Breathing",9,"text-davinci-003","Spell B-R-E-A-T-H-I-N-G backwards",3,"

G-N-I-H-T-A-E-","GNIHTAERB","GNIHTAE",FALSE,"real_words",NA
"253","Backpacks",9,"text-davinci-003","Spell B-A-C-K-P-A-C-K-S backwards",3,"

S-K-C-A-P-K-C-","SKCAPKCAB","SKCAPKC",FALSE,"real_words",NA
"254","Adulthood",9,"text-davinci-003","Spell A-D-U-L-T-H-O-O-D backwards",3,"

D-O-O-H-T-L-U-","DOOHTLUDA","DOOHTLU",FALSE,"real_words",NA
"255","Equipping",9,"text-davinci-003","Spell E-Q-U-I-P-P-I-N-G backwards",3,"

G-N-I-P-P-I-U-","GNIPPIUQE","GNIPPIU",FALSE,"real_words",NA
"256","Victimize",9,"text-davinci-003","Spell V-I-C-T-I-M-I-Z-E backwards",3,"

E-Z-I-M-T-I-C-","EZIMITCIV","EZIMTIC",FALSE,"real_words",NA
"257","Knockoffs",9,"text-davinci-003","Spell K-N-O-C-K-O-F-F-S backwards",3,"

S-F-F-O-K-C-O-","SFFOKCONK","SFFOKCO",FALSE,"real_words",NA
"258","Backtrack",9,"text-davinci-003","Spell B-A-C-K-T-R-A-C-K backwards",3,"

K-C-A-R-T-B-A","KCARTKCAB","KCARTBA",FALSE,"real_words",NA
"259","Chipmunks",9,"text-davinci-003","Spell C-H-I-P-M-U-N-K-S backwards",3,"

Sknupmnihc","SKNUMPIHC","SKNUPMNIHC",FALSE,"real_words",NA
"260","Cyberpunk",9,"text-davinci-003","Spell C-Y-B-E-R-P-U-N-K backwards",3,"

K-N-U-P-R-E-B-","KNUPREBYC","KNUPREB",FALSE,"real_words",NA
"261","Paychecks",9,"text-davinci-003","Spell P-A-Y-C-H-E-C-K-S backwards",3,"

S-K-E-C-H-A-Y-","SKCEHCYAP","SKECHAY",FALSE,"real_words",NA
"262","Delightful",10,"text-davinci-003","Spell D-E-L-I-G-H-T-F-U-L backwards",3,"

L-F-U-T-H-G-I-","LUFTHGILED","LFUTHGI",FALSE,"real_words",NA
"263","Enchanting",10,"text-davinci-003","Spell E-N-C-H-A-N-T-I-N-G backwards",3,"

T-N-I-H-C-A-N-","GNITNAHCNE","TNIHCAN",FALSE,"real_words",NA
"264","Glittering",10,"text-davinci-003","Spell G-L-I-T-T-E-R-I-N-G backwards",3,"

G-R-I-T-T-E-L-","GNIRETTILG","GRITTEL",FALSE,"real_words",NA
"265","Strawberry",10,"text-davinci-003","Spell S-T-R-A-W-B-E-R-R-Y backwards",3,"

Y-R-R-E-B-W-A-","YRREBWARTS","YRREBWA",FALSE,"real_words",NA
"266","Friendship",10,"text-davinci-003","Spell F-R-I-E-N-D-S-H-I-P backwards",3,"

P-I-H-S-D-N-E-","PIHSDNEIRF","PIHSDNE",FALSE,"real_words",NA
"267","Everything",10,"text-davinci-003","Spell E-V-E-R-Y-T-H-I-N-G backwards",3,"

G-N-I-H-T-Y-T-","GNIHTYREVE","GNIHTYT",FALSE,"real_words",NA
"268","Appreciate",10,"text-davinci-003","Spell A-P-P-R-E-C-I-A-T-E backwards",3,"

E-T-A-I-C-E-P-","ETAICERPPA","ETAICEP",FALSE,"real_words",NA
"269","Motivation",10,"text-davinci-003","Spell M-O-T-I-V-A-T-I-O-N backwards",3,"

N-O-I-T-A-V-I-","NOITAVITOM","NOITAVI",FALSE,"real_words",NA
"270","Confidence",10,"text-davinci-003","Spell C-O-N-F-I-D-E-N-C-E backwards",3,"

E-N-C-E-D-I-F-","ECNEDIFNOC","ENCEDIF",FALSE,"real_words",NA
"271","An",2,"text-davinci-003","APPLE is ELPPA backwards. Spell An backwards",4,"

NA",NA,NA,TRUE,"real_words",NA
"272","As",2,"text-davinci-003","APPLE is ELPPA backwards. Spell As backwards",4,"

SAL","SA","SAL",TRUE,"real_words",NA
"273","At",2,"text-davinci-003","APPLE is ELPPA backwards. Spell At backwards",4,"

TA","TA","TA",TRUE,"real_words",NA
"274","By",2,"text-davinci-003","APPLE is ELPPA backwards. Spell By backwards",4,"

ELPPA","YB","ELPPA",FALSE,"real_words",NA
"275","Go",2,"text-davinci-003","APPLE is ELPPA backwards. Spell Go backwards",4,"

Og","OG","OG",TRUE,"real_words",NA
"276","He",2,"text-davinci-003","APPLE is ELPPA backwards. Spell He backwards",4,"

EH","EH","EH",TRUE,"real_words",NA
"277","In",2,"text-davinci-003","APPLE is ELPPA backwards. Spell In backwards",4,"

PLEP","NI","PLEP",FALSE,"real_words",NA
"278","Is",2,"text-davinci-003","APPLE is ELPPA backwards. Spell Is backwards",4,"

SI","SI","SI",TRUE,"real_words",NA
"279","Of",2,"text-davinci-003","APPLE is ELPPA backwards. Spell Of backwards",4,"

ELPPA","FO","ELPPA",FALSE,"real_words",NA
"280","On",2,"text-davinci-003","APPLE is ELPPA backwards. Spell On backwards",4,"

ELPPA","NO","ELPPA",FALSE,"real_words",NA
"281","Cat",3,"text-davinci-003","APPLE is ELPPA backwards. Spell Cat backwards",4,"

TAKC","TAC","TAKC",FALSE,"real_words",NA
"282","Dog",3,"text-davinci-003","APPLE is ELPPA backwards. Spell Dog backwards",4,"

GOD","GOD","GOD",TRUE,"real_words",NA
"283","Car",3,"text-davinci-003","APPLE is ELPPA backwards. Spell Car backwards",4,"

RAc","RAC","RAC",TRUE,"real_words",NA
"284","Sun",3,"text-davinci-003","APPLE is ELPPA backwards. Spell Sun backwards",4,"

NUS","NUS","NUS",TRUE,"real_words",NA
"285","Rat",3,"text-davinci-003","APPLE is ELPPA backwards. Spell Rat backwards",4,"

TA","TAR","TA",FALSE,"real_words",NA
"286","Man",3,"text-davinci-003","APPLE is ELPPA backwards. Spell Man backwards",4,"

NA M","NAM","NAM",TRUE,"real_words",NA
"287","Red",3,"text-davinci-003","APPLE is ELPPA backwards. Spell Red backwards",4,"

DER","DER","DER",TRUE,"real_words",NA
"288","Fun",3,"text-davinci-003","APPLE is ELPPA backwards. Spell Fun backwards",4,"

NUF","NUF","NUF",TRUE,"real_words",NA
"289","Run",3,"text-davinci-003","APPLE is ELPPA backwards. Spell Run backwards",4,"

NUR","NUR","NUR",TRUE,"real_words",NA
"290","Hat",3,"text-davinci-003","APPLE is ELPPA backwards. Spell Hat backwards",4,"

TAH","TAH","TAH",TRUE,"real_words",NA
"291","Fish",4,"text-davinci-003","APPLE is ELPPA backwards. Spell Fish backwards",4,"

HSIF","HSIF","HSIF",TRUE,"real_words",NA
"292","Fire",4,"text-davinci-003","APPLE is ELPPA backwards. Spell Fire backwards",4,"

ERIF","ERIF","ERIF",TRUE,"real_words",NA
"293","Fowl",4,"text-davinci-003","APPLE is ELPPA backwards. Spell Fowl backwards",4,"

LWOF","LWOF","LWOF",TRUE,"real_words",NA
"294","Hill",4,"text-davinci-003","APPLE is ELPPA backwards. Spell Hill backwards",4,"

LLIH","LLIH","LLIH",TRUE,"real_words",NA
"295","Hair",4,"text-davinci-003","APPLE is ELPPA backwards. Spell Hair backwards",4,"

RIAH","RIAH","RIAH",TRUE,"real_words",NA
"296","Hand",4,"text-davinci-003","APPLE is ELPPA backwards. Spell Hand backwards",4,"

DNALH","DNAH","DNALH",FALSE,"real_words",NA
"297","Moon",4,"text-davinci-003","APPLE is ELPPA backwards. Spell Moon backwards",4,"

NOOM","NOOM","NOOM",TRUE,"real_words",NA
"298","Star",4,"text-davinci-003","APPLE is ELPPA backwards. Spell Star backwards",4,"

RATS","RATS","RATS",TRUE,"real_words",NA
"299","Tide",4,"text-davinci-003","APPLE is ELPPA backwards. Spell Tide backwards",4,"

ediT","EDIT","EDIT",TRUE,"real_words",NA
"300","Wind",4,"text-davinci-003","APPLE is ELPPA backwards. Spell Wind backwards",4,"

DNIW","DNIW","DNIW",TRUE,"real_words",NA
"301","Apple",5,"text-davinci-003","APPLE is ELPPA backwards. Spell Apple backwards",4,"

ELPPA","ELPPA","ELPPA",TRUE,"real_words",NA
"302","Bench",5,"text-davinci-003","APPLE is ELPPA backwards. Spell Bench backwards",4,"

HCTENB","HCNEB","HCTENB",FALSE,"real_words",NA
"303","Chair",5,"text-davinci-003","APPLE is ELPPA backwards. Spell Chair backwards",4,"

RIAHC","RIAHC","RIAHC",TRUE,"real_words",NA
"304","Dance",5,"text-davinci-003","APPLE is ELPPA backwards. Spell Dance backwards",4,"

Ecnad","ECNAD","ECNAD",TRUE,"real_words",NA
"305","Eaten",5,"text-davinci-003","APPLE is ELPPA backwards. Spell Eaten backwards",4,"

NEAT","NETAE","NEAT",FALSE,"real_words",NA
"306","Floor",5,"text-davinci-003","APPLE is ELPPA backwards. Spell Floor backwards",4,"

ROOFL","ROOLF","ROOFL",FALSE,"real_words",NA
"307","Glass",5,"text-davinci-003","APPLE is ELPPA backwards. Spell Glass backwards",4,"

SSAGL","SSALG","SSAGL",FALSE,"real_words",NA
"308","House",5,"text-davinci-003","APPLE is ELPPA backwards. Spell House backwards",4,"

EUSOH","ESUOH","EUSOH",FALSE,"real_words",NA
"309","Image",5,"text-davinci-003","APPLE is ELPPA backwards. Spell Image backwards",4,"

EMAGI","EGAMI","EMAGI",FALSE,"real_words",NA
"310","Juice",5,"text-davinci-003","APPLE is ELPPA backwards. Spell Juice backwards",4,"

EUCJ","ECIUJ","EUCJ",FALSE,"real_words",NA
"311","Bumble",6,"text-davinci-003","APPLE is ELPPA backwards. Spell Bumble backwards",4,"

ELPMUB","ELBMUB","ELPMUB",FALSE,"real_words",NA
"312","Cuddle",6,"text-davinci-003","APPLE is ELPPA backwards. Spell Cuddle backwards",4,"

EDDULLC","ELDDUC","EDDULLC",FALSE,"real_words",NA
"313","Flurry",6,"text-davinci-003","APPLE is ELPPA backwards. Spell Flurry backwards",4,"

YRULLF","YRRULF","YRULLF",FALSE,"real_words",NA
"314","Giggle",6,"text-davinci-003","APPLE is ELPPA backwards. Spell Giggle backwards",4,"

EGGILG","ELGGIG","EGGILG",FALSE,"real_words",NA
"315","Humble",6,"text-davinci-003","APPLE is ELPPA backwards. Spell Humble backwards",4,"

ELBMUH","ELBMUH","ELBMUH",TRUE,"real_words",NA
"316","Jumble",6,"text-davinci-003","APPLE is ELPPA backwards. Spell Jumble backwards",4,"

ELPMJ","ELBMUJ","ELPMJ",FALSE,"real_words",NA
"317","Kettle",6,"text-davinci-003","APPLE is ELPPA backwards. Spell Kettle backwards",4,"

teletK","ELTTEK","TELETK",FALSE,"real_words",NA
"318","Little",6,"text-davinci-003","APPLE is ELPPA backwards. Spell Little backwards",4,"

ELTTIL","ELTTIL","ELTTIL",TRUE,"real_words",NA
